Ensembl gene ID	Previous symbol	Alias symbol	Approved symbol
ENSG00000238151	MLLT10L	bA348I14.3	MLLT10P1
ENSG00000249462			MLLT10P2
ENSG00000213190		AF1Q	MLLT11
ENSG00000096395			MLN
ENSG00000102539	GPR38		MLNR
ENSG00000115648		l1Rk3	MLPH
ENSG00000115648		l(1)-3Rk	MLPH
ENSG00000115648		Slac-2a	MLPH
ENSG00000115648		ln	MLPH
ENSG00000115648		exophilin-3	MLPH
			MLPL1
ENSG00000167965		Lst8	MLST8
ENSG00000167965		Pop3	MLST8
ENSG00000167965		GBL	MLST8
ENSG00000167965		GbetaL	MLST8
			MLVI2
ENSG00000108788	TCFL4	MAD7	MLX
ENSG00000108788	TCFL4	MXD7	MLX
ENSG00000108788	TCFL4	bHLHd13	MLX
ENSG00000175727		MONDOA	MLXIP
ENSG00000175727		KIAA0867	MLXIP
ENSG00000175727		MIR	MLXIP
ENSG00000175727		bHLHe36	MLXIP
ENSG00000009950	WBSCR14	WS-bHLH	MLXIPL
ENSG00000009950	WBSCR14	MIO	MLXIPL
ENSG00000009950	WBSCR14	CHREBP	MLXIPL
ENSG00000009950	WBSCR14	MONDOB	MLXIPL
ENSG00000009950	WBSCR14	bHLHd14	MLXIPL
ENSG00000226539			MLXP1
ENSG00000103150		MCD	MLYCD
ENSG00000103150		hMCD	MLYCD
ENSG00000151611		cblA	MMAA
ENSG00000139428		cblB	MMAB
ENSG00000139428		CFAP23	MMAB
ENSG00000132763		DKFZP564I122	MMACHC
ENSG00000132763		cblC	MMACHC
ENSG00000168288	C2orf25	CL25022	MMADHC
ENSG00000168288	C2orf25	cblD	MMADHC
ENSG00000231969			MMADHC-DT
ENSG00000237252			MMADHCP1
ENSG00000254708			MMADHCP2
			MMC
ENSG00000108960		MMA	MMD
ENSG00000108960		PAQR11	MMD
ENSG00000136297		PAQR10	MMD2
ENSG00000196549		CALLA	MME
ENSG00000196549		CD10	MME
ENSG00000196549		NEP	MME
ENSG00000240666			MME-AS1
ENSG00000142606	MMEL2	SEP	MMEL1
ENSG00000142606	MMEL2	NL1	MMEL1
ENSG00000142606	MMEL2	NL2	MMEL1
ENSG00000142606	MMEL2	NEPII	MMEL1
ENSG00000237058			MMEL1-AS1
ENSG00000169446	TMEM32	EMC5	MMGT1
ENSG00000196611	CLG		MMP1
ENSG00000087245	CLG4	TBE-1	MMP2
ENSG00000087245	CLG4A	TBE-1	MMP2
ENSG00000260135		ENST00000569037	MMP2-AS1
ENSG00000149968	STMY1		MMP3
ENSG00000149968	STMY		MMP3
ENSG00000137673	MPSL1	PUMP-1	MMP7
ENSG00000118113	CLG1		MMP8
ENSG00000100985	CLG4B		MMP9
ENSG00000166670	STMY2		MMP10
ENSG00000099953	STMY3		MMP11
ENSG00000262406		HME	MMP12
ENSG00000137745		CLG3	MMP13
ENSG00000157227		MT1-MMP	MMP14
ENSG00000102996		MT2-MMP	MMP15
ENSG00000102996		MTMMP2	MMP15
ENSG00000102996		SMCP-2	MMP15
ENSG00000156103	C8orf57	MT3-MMP	MMP16
ENSG00000156103	C8orf57	DKFZp761D112	MMP16
ENSG00000198598		MT4-MMP	MMP17
ENSG00000123342	MMP18	RASI-1	MMP19
ENSG00000137674			MMP20
ENSG00000154485			MMP21
ENSG00000215914	MMP21	MIFR	MMP23A
ENSG00000189409	MMP22	MIFR	MMP23B
ENSG00000189409	MMP22	MIFR-1	MMP23B
ENSG00000125966		MT5-MMP	MMP24
ENSG00000126005	MMP24-AS1		MMP24OS
ENSG00000008516	MMPL1	MT6-MMP	MMP25
ENSG00000008516	MMP20	MT6-MMP	MMP25
ENSG00000261971			MMP25-AS1
ENSG00000167346		endometase	MMP26
ENSG00000167346		MGC126590	MMP26
ENSG00000167346		MGC126592	MMP26
ENSG00000137675			MMP27
ENSG00000271447		MMP-25	MMP28
ENSG00000271447		MM28	MMP28
ENSG00000271447		EPILYSIN	MMP28
ENSG00000271447		MMP-28	MMP28
ENSG00000138722	MMRN	ECM	MMRN1
ENSG00000138722	MMRN	EMILIN4	MMRN1
ENSG00000138722	MMRN	GPIa*	MMRN1
ENSG00000173269	EMILIN3	EndoGlyx-1	MMRN2
ENSG00000173269	EMILIN3	FLJ13465	MMRN2
ENSG00000155229	MMS19L	MET18	MMS19
ENSG00000155229	MMS19L	hMMS19	MMS19
ENSG00000155229	MMS19L	CIAO4	MMS19
ENSG00000146263	C6orf167	dJ39B17.2	MMS22L
ENSG00000146085	MUT	MCM	MMUT
			MMVP1
			MMVP2
ENSG00000169184	MGCR	MGCR1-PEN	MN1
ENSG00000169184	MGCR	MGCR1	MN1
ENSG00000020426		MAT1	MNAT1
ENSG00000020426		RNF66	MNAT1
ENSG00000121211		GAJ	MND1
ENSG00000163563		PYHIN3	MNDA
ENSG00000138587		FLJ11222	MNS1
ENSG00000138587		SPATA40	MNS1
ENSG00000070444		ROX	MNT
ENSG00000070444		MXD6	MNT
ENSG00000070444		MAD6	MNT
ENSG00000070444		bHLHd3	MNT
ENSG00000070444		lncRNA-HAL	MNT
ENSG00000130675	HLXB9	HB9	MNX1
ENSG00000130675	HLXB9	HOXHB9	MNX1
ENSG00000130675	HLXB9	SCRA1	MNX1
ENSG00000243479		CCAT5	MNX1-AS1
ENSG00000243479		LOC645249	MNX1-AS1
ENSG00000243479		MAYA	MNX1-AS1
ENSG00000235029		ENST00000429228	MNX1-AS2
ENSG00000165943		MAP-1	MOAP1
ENSG00000165943		PNMA4	MOAP1
ENSG00000114978	C2orf6	FLJ10788	MOB1A
ENSG00000114978	MOBK1B	FLJ10788	MOB1A
ENSG00000114978	MOBKL1B	FLJ10788	MOB1A
ENSG00000114978	C2orf6	MOB1	MOB1A
ENSG00000114978	MOBK1B	MOB1	MOB1A
ENSG00000114978	MOBKL1B	MOB1	MOB1A
ENSG00000114978	C2orf6	FLJ11595	MOB1A
ENSG00000114978	MOBK1B	FLJ11595	MOB1A
ENSG00000114978	MOBKL1B	FLJ11595	MOB1A
ENSG00000114978	C2orf6	Mob4B	MOB1A
ENSG00000114978	MOBK1B	Mob4B	MOB1A
ENSG00000114978	MOBKL1B	Mob4B	MOB1A
ENSG00000114978	C2orf6	Mats1	MOB1A
ENSG00000114978	MOBK1B	Mats1	MOB1A
ENSG00000114978	MOBKL1B	Mats1	MOB1A
ENSG00000228241	MOBKL1BP1		MOB1AP1
ENSG00000233810	MOBKL1BP2		MOB1AP2
ENSG00000173542	MOBKL1A	MOB4A	MOB1B
ENSG00000182208		HCCA2	MOB2
ENSG00000172081	MOBKL2A	MOB1C	MOB3A
ENSG00000172081	MOBKL2A	MOB-LAK	MOB3A
ENSG00000172081	MOBKL2A	moblak	MOB3A
ENSG00000120162	MOBKL2B	MOB1D	MOB3B
ENSG00000120162	C9orf35	MOB1D	MOB3B
ENSG00000120162	MOBKL2B	FLJ13204	MOB3B
ENSG00000120162	C9orf35	FLJ13204	MOB3B
ENSG00000142961	MOBKL2C	MOB1E	MOB3C
ENSG00000115540	PREI3	MOB3	MOB4
ENSG00000115540	MOBKL3	MOB3	MOB4
ENSG00000115540	PREI3	DKFZP564M112	MOB4
ENSG00000115540	MOBKL3	DKFZP564M112	MOB4
ENSG00000115540	PREI3	CGI-95	MOB4
ENSG00000115540	MOBKL3	CGI-95	MOB4
ENSG00000115540	PREI3	2C4D	MOB4
ENSG00000115540	MOBKL3	2C4D	MOB4
ENSG00000115540	PREI3	PHOCN	MOB4
ENSG00000115540	MOBKL3	PHOCN	MOB4
ENSG00000231386			MOB4P1
ENSG00000271318			MOB4P2
ENSG00000168314			MOBP
ENSG00000075643		HMCS	MOCOS
ENSG00000075643		FLJ20733	MOCOS
ENSG00000075643		MOS	MOCOS
ENSG00000124615		MOCOD	MOCS1
ENSG00000260347	MOCS1P2		MOCS1P1
ENSG00000164172		MOCO1	MOCS2
ENSG00000164172		MOCS2A	MOCS2
ENSG00000164172		MOCS2B	MOCS2
ENSG00000124217		UBA4	MOCS3
ENSG00000124217		dJ914P20.3	MOCS3
	MOCS3P		MOCS3P1
			MOCS3P2
ENSG00000204655		BTN6	MOG
ENSG00000204655		BTNL11	MOG
ENSG00000124003	DGAT2L1	DGAT2L	MOGAT1
ENSG00000124003	DGAT2L1	MGAT1	MOGAT1
ENSG00000166391		MGAT2	MOGAT2
ENSG00000166391		DGAT2L5	MOGAT2
ENSG00000166391		FLJ22644	MOGAT2
ENSG00000106384		DC7	MOGAT3
ENSG00000106384		MGAT3	MOGAT3
ENSG00000106384		DGAT2L2	MOGAT3
ENSG00000115275		GCS1	MOGS
ENSG00000115275		CWH41	MOGS
ENSG00000115275		DER7	MOGS
ENSG00000080823	RAGE	RAGE1	MOK
ENSG00000080823	RAGE	STK30	MOK
ENSG00000164077		MGC13272	MON1A
ENSG00000164077		SAND1	MON1A
ENSG00000103111		SAND2	MON1B
ENSG00000103111		HSRG1	MON1B
ENSG00000103111		KIAA0872	MON1B
ENSG00000061987		KIAA1040	MON2
ENSG00000114487	MORC	ZCW6	MORC1
ENSG00000114487	MORC	CT33	MORC1
ENSG00000239314			MORC1-AS1
ENSG00000133422	ZCWCC1	ZCW3	MORC2
ENSG00000133422	ZCWCC1	KIAA0852	MORC2
ENSG00000133422	ZCWCC1	AC004542.C22.1	MORC2
ENSG00000235989	C22orf27	FLJ35801	MORC2-AS1
ENSG00000235989	NCRNA00325	FLJ35801	MORC2-AS1
ENSG00000159256	ZCWCC3	ZCW5	MORC3
ENSG00000159256	ZCWCC3	NXP2	MORC3
ENSG00000159256	ZCWCC3	KIAA0136	MORC3
ENSG00000133131	ZCWCC2	ZCW4	MORC4
ENSG00000133131	ZCWCC2	FLJ11565	MORC4
ENSG00000234801	SEN		MORF4
ENSG00000234801	SEN1		MORF4
ENSG00000185787		MRG15	MORF4L1
ENSG00000185787		MORFRG15	MORF4L1
ENSG00000185787		HsT17725	MORF4L1
ENSG00000185787		Eaf3	MORF4L1
ENSG00000185787		MEAF3	MORF4L1
ENSG00000218283	MORF4LP1	MRG1	MORF4L1P1
	MORF4LP2		MORF4L1P2
ENSG00000255040	MORF4LP3	MRG11	MORF4L1P3
ENSG00000225133			MORF4L1P4
ENSG00000231857	MORF4LP5		MORF4L1P5
ENSG00000233162			MORF4L1P6
ENSG00000225904			MORF4L1P7
ENSG00000123562		KIAA0026	MORF4L2
ENSG00000123562		MRGX	MORF4L2
ENSG00000231154			MORF4L2-AS1
ENSG00000250147	MORF4LP4	MRG4	MORF4L2P1
ENSG00000116151		FLJ13941	MORN1
ENSG00000188010		MOPT	MORN2
ENSG00000139714			MORN3
ENSG00000171160	C10orf83	bA548K23.4	MORN4
ENSG00000171160	C10orf83	FLJ25925	MORN4
ENSG00000171160	C10orf83	rtp	MORN4
ENSG00000185681	C9orf113	FLJ46909	MORN5
ENSG00000185681	C9orf18	FLJ46909	MORN5
ENSG00000172680			MOS
ENSG00000185716	C16orf52	ATTHOG	MOSMO
ENSG00000185716	C16orf52	BC030336	MOSMO
ENSG00000101928		dJ473B4	MOSPD1
ENSG00000130150		MGC26706	MOSPD2
ENSG00000106330		CDS3	MOSPD3
ENSG00000106330		NET30	MOSPD3
ENSG00000155363		gb110	MOV10
ENSG00000155363		MGC2948	MOV10
ENSG00000155363		fSAP113	MOV10
ENSG00000073146		DJ402G11.8	MOV10L1
ENSG00000073146		DKFZp434B0717	MOV10L1
ENSG00000073146		CHAMP	MOV10L1
ENSG00000079931		DKFZP564G202	MOXD1
ENSG00000079931		MOX	MOXD1
ENSG00000079931		dJ248E1.1	MOXD1
ENSG00000240268	MOXD2		MOXD2P
ENSG00000060762	BRP44L	dJ68L15.3	MPC1
ENSG00000060762	BRP44L	CGI-129	MPC1
ENSG00000060762	BRP44L	SLC54A1	MPC1
ENSG00000261420			MPC1-DT
ENSG00000238205		SLC54A3	MPC1L
ENSG00000143158	BRP44	DKFZP564B167	MPC2
ENSG00000143158	BRP44	SLC54A2	MPC2
ENSG00000129255		SL15	MPDU1
ENSG00000129255		Lec35	MPDU1
ENSG00000129255		PQLC5	MPDU1
ENSG00000129255		CDGIf	MPDU1
ENSG00000129255		SLC66A5	MPDU1
ENSG00000107186		MUPP1	MPDZ
			MPE
ENSG00000197629		MPG1	MPEG1
		CFTD	MPFD
		CFTDM	MPFD
ENSG00000103152		MDG	MPG
ENSG00000135698		MPP6	MPHOSPH6
ENSG00000261029			MPHOSPH6-DT
ENSG00000271428			MPHOSPH6P1
ENSG00000196199		mpp8	MPHOSPH8
ENSG00000196199		HSMPP8	MPHOSPH8
ENSG00000051825		MPP9	MPHOSPH9
ENSG00000124383		MPP10	MPHOSPH10
ENSG00000124383		MPP10P	MPHOSPH10
ENSG00000124383		CT90	MPHOSPH10
ENSG00000124383		PPP1R106	MPHOSPH10
ENSG00000178802			MPI
ENSG00000204420	C6orf25	G6b	MPIG6B
ENSG00000204420	C6orf25	NG31	MPIG6B
ENSG00000204420	C6orf25	G6b-B	MPIG6B
ENSG00000117400		CD110	MPL
ENSG00000117400		TPOR	MPL
ENSG00000117400		THPOR	MPL
ENSG00000168303	C7orf11	ORF20	MPLKIP
ENSG00000168303	C7orf11	TTDN1	MPLKIP
ENSG00000008382		FLJ14981	MPND
ENSG00000005381			MPO
ENSG00000130830	DXS552E	PEMP	MPP1
ENSG00000108852	DLG2	DKFZp761D0712	MPP2
ENSG00000161647	DLG3		MPP3
ENSG00000082126	DLG6		MPP4
ENSG00000150054		FLJ32798	MPP7
ENSG00000282996			MPP7-DT
ENSG00000154889		PGAP5	MPPE1
ENSG00000154889		Cdc1	MPPE1
ENSG00000258990	MPPE1P		MPPE1P1
ENSG00000186732	C22orf1	239AB	MPPED1
ENSG00000186732	C22orf1	FAM1A	MPPED1
ENSG00000066382	C11orf8	239FB	MPPED2
ENSG00000066382	C11orf8	D11S302E	MPPED2
ENSG00000066382	C11orf8	Hs.46638	MPPED2
ENSG00000066382	C11orf8	FAM1B	MPPED2
ENSG00000066382	C11orf8	dJ873F21.1	MPPED2
ENSG00000066382	C11orf8	dJ1024C24.1	MPPED2
ENSG00000254489		RP5-1024C24.1	MPPED2-AS1
ENSG00000133030		RHOIP3	MPRIP
ENSG00000133030		M-RIP	MPRIP
ENSG00000133030		p116Rip	MPRIP
ENSG00000225442			MPRIP-AS1
ENSG00000214820			MPRIPP1
ENSG00000128309		MST	MPST
ENSG00000128309		TST2	MPST
ENSG00000128309		TUM1	MPST
ENSG00000215846			MPTX1
ENSG00000115204		SYM1	MPV17
ENSG00000156968		FLJ39599	MPV17L
ENSG00000156968		MLPH1	MPV17L
ENSG00000156968		MLPH2	MPV17L
ENSG00000156968		MPV17L1	MPV17L
ENSG00000254858		FKSG24	MPV17L2
ENSG00000254858		MGC12972	MPV17L2
ENSG00000234413			MPV17L2P1
ENSG00000158887	CMT1	HMSNIB	MPZ
ENSG00000158887	CMT1B	HMSNIB	MPZ
ENSG00000158887	CMT1	CMT2I	MPZ
ENSG00000158887	CMT1B	CMT2I	MPZ
ENSG00000158887	CMT1	CMT2J	MPZ
ENSG00000158887	CMT1B	CMT2J	MPZ
ENSG00000158887	CMT1	P0	MPZ
ENSG00000158887	CMT1B	P0	MPZ
ENSG00000197965		PZR	MPZL1
ENSG00000197965		FLJ21047	MPZL1
ENSG00000149573	EVA1	EVA	MPZL2
ENSG00000160588			MPZL3
ENSG00000153029	HLALS		MR1
ENSG00000170262	C21orf61	B27	MRAP
ENSG00000170262	C21orf61	FALP	MRAP
ENSG00000232623			MRAP-AS1
ENSG00000135324	C6orf117	bA51G5.2	MRAP2
ENSG00000158186		M-RAs	MRAS
ENSG00000158186		R-RAS3	MRAS
ENSG00000158186		RRAS3	MRAS
ENSG00000260314	MRC1L1	CLEC13D	MRC1
ENSG00000260314	MRC1L1	CD206	MRC1
ENSG00000260314	MRC1L1	bA541I19.1	MRC1
ENSG00000260314	MRC1L1	CLEC13DL	MRC1
ENSG00000011028		KIAA0709	MRC2
ENSG00000011028		ENDO180	MRC2
ENSG00000011028		CLEC13E	MRC2
ENSG00000011028		CD280	MRC2
ENSG00000020922	MRE11A	ATLD	MRE11
ENSG00000242537	MRE11B		MRE11P1
ENSG00000118242		FLJ10116	MREG
ENSG00000118242		DSU	MREG
ENSG00000118242		WDT2	MREG
ENSG00000270395			MREGP1
ENSG00000179010		PAM14	MRFAP1
ENSG00000179010		PGR1	MRFAP1
ENSG00000178988		MGC9651	MRFAP1L1
ENSG00000101189	C20orf20	FLJ10914	MRGBP
ENSG00000101189	C20orf20	MRG15BP	MRGBP
ENSG00000101189	C20orf20	Eaf7	MRGBP
ENSG00000172938		mrgD	MRGPRD
ENSG00000184350	GPR167	mrgE	MRGPRE
ENSG00000172935	GPR168	MGC21621	MRGPRF
ENSG00000172935	GPR140	MGC21621	MRGPRF
ENSG00000172935	GPR168	mrgF	MRGPRF
ENSG00000172935	GPR140	mrgF	MRGPRF
ENSG00000256508			MRGPRF-AS1
ENSG00000182170	GPR169	mrgG	MRGPRG
ENSG00000236301	C11orf36	FLJ36102	MRGPRG-AS1
ENSG00000236301	C11orf36	HSD-40	MRGPRG-AS1
ENSG00000170255		MRGX1	MRGPRX1
ENSG00000183695		MRGX2	MRGPRX2
ENSG00000179826		MRGX3	MRGPRX3
ENSG00000179817		MRGX4	MRGPRX4
ENSG00000255536			MRGPRX5P
ENSG00000254541			MRGPRX6P
ENSG00000254529			MRGPRX7P
ENSG00000276789			MRGPRX8P
ENSG00000255424			MRGPRX9P
ENSG00000254720			MRGPRX10P
ENSG00000254738			MRGPRX11P
ENSG00000254857			MRGPRX12P
ENSG00000254546			MRGPRX13P
ENSG00000037757		MGC3207	MRI1
ENSG00000037757		Ypr118w	MRI1
ENSG00000037757		mtnA	MRI1
ENSG00000037757		MRDI	MRI1
ENSG00000227877	LINC00948	M1	MRLN
ENSG00000227877	LINC00948	MUSER1	MRLN
ENSG00000227877	LINC00948	MLN	MRLN
ENSG00000227877	LINC00948	Linc-RAM	MRLN
ENSG00000278619		FLJ22578	MRM1
ENSG00000122687	FTSJ2	FJH1	MRM2
ENSG00000122687	FTSJ2	RRMJ2	MRM2
ENSG00000171861	RNMTL1	FLJ10581	MRM3
ENSG00000171861	RNMTL1	HC90	MRM3
ENSG00000171861	RNMTL1	RMTL1	MRM3
ENSG00000161010	C5orf45	MGC65027	MRNIP
ENSG00000161010	C5orf45	MGC78537	MRNIP
ENSG00000161010	C5orf45	DKFZp686L2452	MRNIP
ENSG00000161010	C5orf45	LOC51149	MRNIP
ENSG00000134042	C18orf3	B29	MRO
ENSG00000134042	C18orf3	FLJ30140	MRO
ENSG00000227502	LINC01268	LOC285758	MROCKI
ENSG00000227502	LINC01268	ROCKI	MROCKI
ENSG00000179832	HEATR7A	KIAA1833	MROH1
ENSG00000185038	HEATR7B1		MROH2A
ENSG00000171495	HEATR7B2	DKFZp781F0822	MROH2B
ENSG00000171495	HEATR7B2	FLJ40243	MROH2B
ENSG00000233217	C1orf81		MROH3P
ENSG00000232722			MROH4P
ENSG00000226807		FLJ43860	MROH5
ENSG00000204839	C8orf73		MROH6
ENSG00000184313	C1orf175	FLJ46354	MROH7
ENSG00000184313	HEATR8	FLJ46354	MROH7
ENSG00000271723			MROH7-TTC4
ENSG00000101353	C20orf131	dJ621N11.4	MROH8
ENSG00000101353	C20orf132	dJ621N11.4	MROH8
ENSG00000101353	C20orf131	dJ621N11.3	MROH8
ENSG00000101353	C20orf132	dJ621N11.3	MROH8
ENSG00000117501	C1orf129	FLJ23550	MROH9
ENSG00000117501	C1orf129	ARMC11	MROH9
		MRS	MROS
		MRP-L32	MRPL
		RPML32	MRPL
ENSG00000169288		BM022	MRPL1
ENSG00000112651		MRP-L14	MRPL2
ENSG00000112651		RPML14	MRPL2
ENSG00000112651		CGI-22	MRPL2
ENSG00000257480			MRPL2P1
ENSG00000114686	RPML3	MRL3	MRPL3
ENSG00000215349			MRPL3P1
ENSG00000105364		CGI-28	MRPL4
ENSG00000143436			MRPL9
ENSG00000254305			MRPL9P1
ENSG00000159111		RPML8	MRPL10
ENSG00000159111		MRP-L8	MRPL10
ENSG00000159111		L10MT	MRPL10
ENSG00000159111		MRP-L10	MRPL10
ENSG00000159111		MRPL8	MRPL10
ENSG00000159111		MGC17973	MRPL10
ENSG00000174547			MRPL11
			MRPL11P2
			MRPL11P3
ENSG00000262814	RPML12	MRPL7/L12	MRPL12
ENSG00000262814	RPML12	MRPL7	MRPL12
ENSG00000172172		L13	MRPL13
ENSG00000172172		RPL13	MRPL13
ENSG00000172172		L13mt	MRPL13
ENSG00000172172		RPML13	MRPL13
ENSG00000172172		L13A	MRPL13
ENSG00000180992		RPML32	MRPL14
ENSG00000180992		MRP-L32	MRPL14
			MRPL14P1
ENSG00000137547		RPML7	MRPL15
ENSG00000137547		MRP-L7	MRPL15
ENSG00000137547		HSPC145	MRPL15
ENSG00000137547		L15mt	MRPL15
ENSG00000137547		MRP-L15	MRPL15
ENSG00000259441			MRPL15P1
ENSG00000166902		FLJ20484	MRPL16
ENSG00000166902		PNAS-111	MRPL16
ENSG00000158042		RPML26	MRPL17
ENSG00000158042		MRP-L26	MRPL17
ENSG00000112110		HSPC071	MRPL18
ENSG00000115364		MRP-L15	MRPL19
ENSG00000115364		RPML15	MRPL19
ENSG00000115364		KIAA0104	MRPL19
ENSG00000115364		RLX1	MRPL19
ENSG00000242485		FLJ10024	MRPL20
ENSG00000224870			MRPL20-AS1
ENSG00000272455			MRPL20-DT
ENSG00000215734			MRPL20P1
ENSG00000197345			MRPL21
ENSG00000082515		MRP-L25	MRPL22
ENSG00000082515		RPML25	MRPL22
ENSG00000082515		HSPC158	MRPL22
ENSG00000250324			MRPL22P1
ENSG00000214026	RPL23L	L23MRP	MRPL23
ENSG00000226416			MRPL23-AS1
ENSG00000143314		MRP-L18	MRPL24
ENSG00000108826			MRPL27
ENSG00000086504	MAAT1	p15	MRPL28
ENSG00000185414		MRP-L28	MRPL30
ENSG00000185414		RPML28	MRPL30
ENSG00000276576			MRPL30P1
			MRPL30P2
ENSG00000106591		HSPC283	MRPL32
ENSG00000106591		L32mt	MRPL32
ENSG00000106591		MRP-L32	MRPL32
ENSG00000106591		bMRP-59b	MRPL32
ENSG00000220125			MRPL32P1
ENSG00000229037			MRPL32P2
ENSG00000243147	C2orf1	RPL33L	MRPL33
ENSG00000130312		L34mt	MRPL34
ENSG00000130312		MGC2633	MRPL34
ENSG00000130312		MGC24974	MRPL34
ENSG00000132313			MRPL35
ENSG00000220868			MRPL35P1
ENSG00000232075			MRPL35P2
ENSG00000226253			MRPL35P3
ENSG00000230691			MRPL35P4
ENSG00000171421		BRIP1	MRPL36
ENSG00000171421		RPMJ	MRPL36
ENSG00000171421		L36mt	MRPL36
ENSG00000171421		PRPL36	MRPL36
ENSG00000171421		MRP-L36	MRPL36
ENSG00000225392			MRPL36P1
ENSG00000116221		RPML2	MRPL37
ENSG00000116221		MRP-L2	MRPL37
ENSG00000266946		HsT4307	MRPL37P1
ENSG00000204316		RPML3	MRPL38
ENSG00000204316		MRP-L3	MRPL38
ENSG00000204316		HSPC262	MRPL38
ENSG00000204316		MGC4810	MRPL38
ENSG00000154719		RPML5	MRPL39
ENSG00000154719		MRP-L5	MRPL39
ENSG00000154719		MGC104174	MRPL39
ENSG00000154719		PRED66	MRPL39
ENSG00000154719		PRED22	MRPL39
ENSG00000154719		C21orf92	MRPL39
ENSG00000154719		L39mt	MRPL39
ENSG00000154719		MSTP003	MRPL39
ENSG00000154719		MGC3400	MRPL39
ENSG00000154719		FLJ20451	MRPL39
ENSG00000185608	NLVCF	MRP-L22	MRPL40
ENSG00000256037			MRPL40P1
ENSG00000182154		MRP-L27	MRPL41
ENSG00000182154		RPML27	MRPL41
ENSG00000182154		BMRP	MRPL41
ENSG00000182154		PIG3	MRPL41
ENSG00000182154		MRPL27	MRPL41
ENSG00000198015		MRPS32	MRPL42
ENSG00000198015		MRP-L31	MRPL42
ENSG00000198015		RPML31	MRPL42
ENSG00000198015		PTD007	MRPL42
ENSG00000198015		HSPC204	MRPL42
ENSG00000198015		MRPL31	MRPL42
			MRPL42P1
ENSG00000216364			MRPL42P2
ENSG00000219297			MRPL42P3
ENSG00000242552			MRPL42P4
			MRPL42P5
ENSG00000242810			MRPL42P6
ENSG00000055950		bMRP36a	MRPL43
ENSG00000135900		FLJ12701	MRPL44
ENSG00000135900		FLJ13990	MRPL44
ENSG00000278845		MGC11321	MRPL45
ENSG00000232508			MRPL45P1
ENSG00000228782			MRPL45P2
ENSG00000259494	C15orf4	LIECG2	MRPL46
ENSG00000259494	C15orf4	P2ECSL	MRPL46
ENSG00000136522		CGI-204	MRPL47
ENSG00000136522		NCM1	MRPL47
ENSG00000175581		CGI-118	MRPL48
ENSG00000238076		MRPL48L1	MRPL48P1
ENSG00000238076		dJ290I10.4	MRPL48P1
ENSG00000149792	C11orf4	NOF	MRPL49
ENSG00000149792	C11orf4	NOF1	MRPL49
ENSG00000149792	C11orf4	L49mt	MRPL49
ENSG00000224296			MRPL49P1
ENSG00000253934			MRPL49P2
ENSG00000136897		FLJ20493	MRPL50
ENSG00000136897		MRP-L50	MRPL50
ENSG00000234587			MRPL50P1
ENSG00000238285			MRPL50P2
			MRPL50P3
ENSG00000235469			MRPL50P4
ENSG00000111639	MRP64	CDA09	MRPL51
ENSG00000111639	MRP64	HSPC241	MRPL51
ENSG00000111639	MRP64	bMRP64	MRPL51
			MRPL51P1
ENSG00000232777			MRPL51P2
ENSG00000172590			MRPL52
ENSG00000204822			MRPL53
ENSG00000235299			MRPL53P1
ENSG00000183617			MRPL54
ENSG00000162910			MRPL55
ENSG00000173141	MRP63		MRPL57
ENSG00000273698	MRP63P1		MRPL57P1
	MRP63P2		MRPL57P2
ENSG00000275940	MRP63P3		MRPL57P3
ENSG00000249449	MRP63P6		MRPL57P6
ENSG00000254312	MRP63P7		MRPL57P7
ENSG00000282625	MRP63P8		MRPL57P8
	MRP63P9		MRPL57P9
	MRP63P10		MRPL57P10
ENSG00000167862	ICT1	DS-1	MRPL58
ENSG00000122140		CGI-91	MRPS2
ENSG00000144029		MRP-S5	MRPS5
ENSG00000144029		S5mt	MRPS5
ENSG00000214743			MRPS5P3
ENSG00000266915			MRPS5P4
ENSG00000243927	C21orf101	MRP-S6	MRPS6
ENSG00000243927	C21orf101	RPMS6	MRPS6
			MRPS6P1
ENSG00000237130			MRPS6P2
ENSG00000257820			MRPS6P4
ENSG00000125445		MRP-S	MRPS7
ENSG00000125445		RP-S7	MRPS7
ENSG00000125445		RPMS7	MRPS7
			MRPS7P1
			MRPS7P2
ENSG00000135972		RPMS9	MRPS9
ENSG00000135972		MRP-S9	MRPS9
ENSG00000135972		S9mt	MRPS9
ENSG00000231851		UTAT33	MRPS9-AS1
ENSG00000224509			MRPS9-AS2
ENSG00000048544		FLJ10567	MRPS10
ENSG00000235378			MRPS10P1
ENSG00000234325		MRPS10P3	MRPS10P2
ENSG00000234325		MRPS10P4	MRPS10P2
			MRPS10P5
ENSG00000181991		FLJ23406	MRPS11
ENSG00000181991		HCC-2	MRPS11
ENSG00000181991		FLJ22512	MRPS11
ENSG00000225803		dJ746H2.1	MRPS11P1
ENSG00000128626	RPMS12	RPS12	MRPS12
ENSG00000128626	RPMS12	RPSM12	MRPS12
ENSG00000120333		HSMRPS14	MRPS14
ENSG00000116898		FLJ11564	MRPS15
ENSG00000259186			MRPS15P1
			MRPS15P2
ENSG00000182180		CGI-132	MRPS16
ENSG00000229182			MRPS16P1
ENSG00000232925	MRPS16P	bA379F14.1	MRPS16P2
ENSG00000226336			MRPS16P3
ENSG00000239789		HSPC011	MRPS17
ENSG00000239789		RPMS17	MRPS17
ENSG00000239789		MRP-S17	MRPS17
ENSG00000268949			MRPS17P1
